DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,COUNTY_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,OFFENSE_SUBCAT_ID,OFFENSE_NAME,OFFENSE_SUBCAT_NAME,ACTUAL_COUNT,UNFOUNDED_COUNT,CLEARED_COUNT,JUVENILE_CLEARED_COUNT,OTHER_COUNT
2021,SC0260700,North Myrtle Beach,,City,SC,South Carolina,South Atlantic,HORRY,South,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2021,SC0280000,Kershaw,,County,SC,South Carolina,South Atlantic,KERSHAW,South,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,SC0290000,Lancaster,,County,SC,South Carolina,South Atlantic,LANCASTER,South,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,SC0320200,Cayce,,City,SC,South Carolina,South Atlantic,"LEXINGTON, RICHLAND",South,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,SC0400100,Columbia,,City,SC,South Carolina,South Atlantic,"LEXINGTON, RICHLAND",South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,SC0420300,Duncan,,City,SC,South Carolina,South Atlantic,SPARTANBURG,South,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,SC0460200,Fort Mill,,City,SC,South Carolina,South Atlantic,YORK,South,4,"Cities from 25,000 thru 49,999",HTIS,Human Trafficking,Involuntary Servitude,1,,1,0,
2021,SC0460300,Rock Hill,,City,SC,South Carolina,South Atlantic,YORK,South,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,SD0060100,Aberdeen,,City,SD,South Dakota,West North Central,BROWN,Midwest,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,SD0490200,Sioux Falls,,City,SD,South Dakota,West North Central,"LINCOLN, MINNEHAHA",Midwest,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,4,,0,0,
2021,SD0510000,Pennington,,County,SD,South Dakota,West North Central,PENNINGTON,Midwest,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,,0,0,
2021,SD0600200,Rosebud Tribal,,Tribal,SD,South Dakota,West North Central,NOT SPECIFIED,Midwest,7,"Cities under 2,500",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TN0010300,Oak Ridge,,City,TN,Tennessee,East South Central,"ANDERSON, ROANE",South,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,9,,8,0,
2021,TN0050200,Maryville,,City,TN,Tennessee,East South Central,BLOUNT,South,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2021,TN0190100,Metropolitan Nashville Police Department,,City,TN,Tennessee,East South Central,DAVIDSON,South,1B,"Cities from 500,000 thru 999,999",HTCSA,Human Trafficking,Commercial Sex Acts,28,,25,0,
2021,TN0190100,Metropolitan Nashville Police Department,,City,TN,Tennessee,East South Central,DAVIDSON,South,1B,"Cities from 500,000 thru 999,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2021,TN0330000,Hamilton,,County,TN,Tennessee,East South Central,HAMILTON,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,3,,0,0,
2021,TN0330100,Chattanooga,,City,TN,Tennessee,East South Central,HAMILTON,South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TN0370100,Rogersville,,City,TN,Tennessee,East South Central,HAWKINS,South,6,"Cities from 2,500 thru 9,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2021,TN0470100,Knoxville,,City,TN,Tennessee,East South Central,KNOX,South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,6,,0,0,
2021,TN0570100,Jackson,,City,TN,Tennessee,East South Central,MADISON,South,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,9,,9,0,
2021,TN0590100,Lewisburg,,City,TN,Tennessee,East South Central,MARSHALL,South,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2021,TN0600200,Mount Pleasant,,City,TN,Tennessee,East South Central,MAURY,South,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TN0600300,Spring Hill,,City,TN,Tennessee,East South Central,"MAURY, WILLIAMSON",South,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2021,TN0620000,Monroe,,County,TN,Tennessee,East South Central,MONROE,South,8B,"Non-MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,,1,0,
2021,TN0630000,Montgomery,,County,TN,Tennessee,East South Central,MONTGOMERY,South,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,0,,2,0,
2021,TN0630100,Clarksville,,City,TN,Tennessee,East South Central,MONTGOMERY,South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,,0,0,
2021,TN0660000,Obion,,County,TN,Tennessee,East South Central,OBION,South,8C,"Non-MSA counties from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,10,,10,0,
2021,TN0710100,Cookeville,,City,TN,Tennessee,East South Central,PUTNAM,South,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,7,,6,0,
2021,TN0730100,Harriman,,City,TN,Tennessee,East South Central,ROANE,South,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TN0750000,Rutherford,,County,TN,Tennessee,East South Central,RUTHERFORD,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,2,,1,0,
2021,TN0750100,Murfreesboro,,City,TN,Tennessee,East South Central,RUTHERFORD,South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,25,,16,0,
2021,TN0820100,Bristol,,City,TN,Tennessee,East South Central,SULLIVAN,South,4,"Cities from 25,000 thru 49,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2021,TN0830400,Hendersonville,,City,TN,Tennessee,East South Central,SUMNER,South,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TNMPD0000,Memphis,,City,TN,Tennessee,East South Central,SHELBY,South,1B,"Cities from 500,000 thru 999,999",HTCSA,Human Trafficking,Commercial Sex Acts,11,,0,0,
2021,TX0010100,Palestine,,City,TX,Texas,West South Central,ANDERSON,South,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TX0020100,Andrews,,City,TX,Texas,West South Central,ANDREWS,South,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,5,,5,0,
2021,TX0040100,Aransas Pass,,City,TX,Texas,West South Central,"ARANSAS, NUECES, SAN PATRICIO",South,6,"Cities from 2,500 thru 9,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2021,TX0070000,Atascosa,,County,TX,Texas,West South Central,ATASCOSA,South,9B,"MSA counties from 25,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,16,,12,0,
2021,TX0070400,Jourdanton,,City,TX,Texas,West South Central,ATASCOSA,South,6,"Cities from 2,500 thru 9,999",HTIS,Human Trafficking,Involuntary Servitude,8,,4,0,
2021,TX0140400,Killeen,,City,TX,Texas,West South Central,BELL,South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,6,,1,0,
2021,TX0140700,Temple,,City,TX,Texas,West South Central,BELL,South,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,0,,1,0,
2021,TX0210200,College Station,,City,TX,Texas,West South Central,BRAZOS,South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,,2,0,
2021,TX0290000,Calhoun,,County,TX,Texas,West South Central,CALHOUN,South,8D,"Non-MSA counties under 10,000",HTIS,Human Trafficking,Involuntary Servitude,20,,15,0,
2021,TX0310300,Harlingen,,City,TX,Texas,West South Central,CAMERON,South,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TX0310300,Harlingen,,City,TX,Texas,West South Central,CAMERON,South,3,"Cities from 50,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,7,,7,0,
2021,TX0310900,San Benito,,City,TX,Texas,West South Central,CAMERON,South,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,,0,0,
2021,TX0360000,Chambers,,County,TX,Texas,West South Central,CHAMBERS,South,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,,3,1,
2021,TX0371200,Cuney,,City,TX,Texas,West South Central,CHEROKEE,South,7,"Cities under 2,500",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2021,TX0430600,Plano,,City,TX,Texas,West South Central,"COLLIN, DENTON",South,1C,"Cities from 250,000 thru 499,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2021,TX0430800,Wylie,,City,TX,Texas,West South Central,"COLLIN, DALLAS, ROCKWALL",South,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2021,TX0500000,Coryell,,County,TX,Texas,West South Central,CORYELL,South,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TX0570100,Addison,,City,TX,Texas,West South Central,DALLAS,South,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TX0570500,Cedar Hill,,City,TX,Texas,West South Central,"DALLAS, ELLIS",South,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,0,,1,1,
2021,TX0570800,DeSoto,,City,TX,Texas,West South Central,DALLAS,South,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,3,,1,0,
2021,TX0570900,Duncanville,,City,TX,Texas,West South Central,DALLAS,South,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,,0,0,
2021,TX0571500,Irving,,City,TX,Texas,West South Central,DALLAS,South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,10,,5,0,
2021,TX0571500,Irving,,City,TX,Texas,West South Central,DALLAS,South,2,"Cities from 100,000 thru 249,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2021,TX0571800,Mesquite,,City,TX,Texas,West South Central,"DALLAS, KAUFMAN",South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,,1,0,
2021,TX0610200,Denton,,City,TX,Texas,West South Central,DENTON,South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TX0610200,Denton,,City,TX,Texas,West South Central,DENTON,South,2,"Cities from 100,000 thru 249,999",HTIS,Human Trafficking,Involuntary Servitude,2,,0,0,
2021,TX0610600,Lewisville,,City,TX,Texas,West South Central,"DALLAS, DENTON",South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2021,TX0680200,Odessa,,City,TX,Texas,West South Central,"ECTOR, MIDLAND",South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TX0790000,Fort Bend,,County,TX,Texas,West South Central,FORT BEND,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,4,,0,0,
2021,TX0840200,Dickinson,,City,TX,Texas,West South Central,GALVESTON,South,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TX0840400,Galveston,,City,TX,Texas,West South Central,GALVESTON,South,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TX0840700,La Marque,,City,TX,Texas,West South Central,GALVESTON,South,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TX0880000,Goliad,,County,TX,Texas,West South Central,GOLIAD,South,9D,"MSA counties under 10,000",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2021,TX0900200,Pampa,,City,TX,Texas,West South Central,GRAY,South,5,"Cities from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2021,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,56,,2,0,
2021,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,4,,0,0,
2021,TX1010100,Baytown,,City,TX,Texas,West South Central,"CHAMBERS, HARRIS",South,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TX1010100,Baytown,,City,TX,Texas,West South Central,"CHAMBERS, HARRIS",South,3,"Cities from 50,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,2,,0,0,
2021,TX1011500,Pasadena,,City,TX,Texas,West South Central,HARRIS,South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,5,,0,0,
2021,TX1011900,South Houston,,City,TX,Texas,West South Central,HARRIS,South,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TX1050000,Hays,,County,TX,Texas,West South Central,HAYS,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2021,TX1050100,San Marcos,,City,TX,Texas,West South Central,"CALDWELL, HAYS",South,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,,0,0,
2021,TX1050700,Kyle,,City,TX,Texas,West South Central,HAYS,South,3,"Cities from 50,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2021,TX1060000,Hemphill,,County,TX,Texas,West South Central,HEMPHILL,South,8D,"Non-MSA counties under 10,000",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2021,TX1080200,Donna,,City,TX,Texas,West South Central,HIDALGO,South,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TX1080200,Donna,,City,TX,Texas,West South Central,HIDALGO,South,5,"Cities from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,4,,0,0,
2021,TX1160000,Hunt,,County,TX,Texas,West South Central,HUNT,South,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,3,,0,0,
2021,TX1160000,Hunt,,County,TX,Texas,West South Central,HUNT,South,9B,"MSA counties from 25,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,1,,1,0,
2021,TX1210100,Jasper,,City,TX,Texas,West South Central,JASPER,South,6,"Cities from 2,500 thru 9,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2021,TX1230000,Jefferson,,County,TX,Texas,West South Central,JEFFERSON,South,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TX1230100,Beaumont,,City,TX,Texas,West South Central,JEFFERSON,South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,12,,3,0,
2021,TX1250000,Jim Wells,,County,TX,Texas,West South Central,JIM WELLS,South,8C,"Non-MSA counties from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,17,,9,0,
2021,TX1520200,Lubbock,,City,TX,Texas,West South Central,LUBBOCK,South,1C,"Cities from 250,000 thru 499,999",HTCSA,Human Trafficking,Commercial Sex Acts,9,,0,0,
2021,TX1551200,Waco,,City,TX,Texas,West South Central,MCLENNAN,South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,6,,1,0,
2021,TX1570000,Madison,,County,TX,Texas,West South Central,MADISON,South,8D,"Non-MSA counties under 10,000",HTIS,Human Trafficking,Involuntary Servitude,1,,1,0,
2021,TX1670000,Mills,,County,TX,Texas,West South Central,MILLS,South,8D,"Non-MSA counties under 10,000",HTIS,Human Trafficking,Involuntary Servitude,20,,0,0,
2021,TX1700000,Montgomery,,County,TX,Texas,West South Central,MONTGOMERY,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,2,,0,0,
2021,TX1700100,Conroe,,City,TX,Texas,West South Central,MONTGOMERY,South,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TX1780200,Corpus Christi,,City,TX,Texas,West South Central,NUECES,South,1C,"Cities from 250,000 thru 499,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TX1780200,Corpus Christi,,City,TX,Texas,West South Central,NUECES,South,1C,"Cities from 250,000 thru 499,999",HTIS,Human Trafficking,Involuntary Servitude,5,,0,0,
2021,TX1880100,Amarillo,,City,TX,Texas,West South Central,"POTTER, RANDALL",South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,2,0,
2021,TX1990000,Rockwall,,County,TX,Texas,West South Central,ROCKWALL,South,9C,"MSA counties from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2021,TX2100000,Shelby,,County,TX,Texas,West South Central,SHELBY,South,8C,"Non-MSA counties from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TX2120400,Tyler,,City,TX,Texas,West South Central,SMITH,South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,3,,2,0,
2021,TX2200000,Tarrant,,County,TX,Texas,West South Central,TARRANT,South,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,6,,0,0,
2021,TX2200100,Arlington,,City,TX,Texas,West South Central,TARRANT,South,1C,"Cities from 250,000 thru 499,999",HTCSA,Human Trafficking,Commercial Sex Acts,17,,1,0,
2021,TX2201200,Fort Worth,,City,TX,Texas,West South Central,"DENTON, PARKER, TARRANT",South,1B,"Cities from 500,000 thru 999,999",HTCSA,Human Trafficking,Commercial Sex Acts,24,,0,0,
2021,TX2201200,Fort Worth,,City,TX,Texas,West South Central,"DENTON, PARKER, TARRANT",South,1B,"Cities from 500,000 thru 999,999",HTIS,Human Trafficking,Involuntary Servitude,4,,1,0,
2021,TX2210100,Abilene,,City,TX,Texas,West South Central,"JONES, TAYLOR",South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,,0,0,
2021,TX2250000,Titus,,County,TX,Texas,West South Central,TITUS,South,8C,"Non-MSA counties from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2021,TX2270000,Travis,,County,TX,Texas,West South Central,TRAVIS,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,TX2270100,Austin,,City,TX,Texas,West South Central,"TRAVIS, WILLIAMSON",South,1A,"Cities 1,000,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2021,TX2270100,Austin,,City,TX,Texas,West South Central,"TRAVIS, WILLIAMSON",South,1A,"Cities 1,000,000 or over",HTIS,Human Trafficking,Involuntary Servitude,11,,6,0,
2021,TX2350000,Victoria,,County,TX,Texas,West South Central,VICTORIA,South,9C,"MSA counties from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,3,,3,0,
2021,TX2400000,Webb,,County,TX,Texas,West South Central,WEBB,South,9D,"MSA counties under 10,000",HTIS,Human Trafficking,Involuntary Servitude,53,,43,15,
2021,TX2490100,Bridgeport,,City,TX,Texas,West South Central,WISE,South,6,"Cities from 2,500 thru 9,999",HTIS,Human Trafficking,Involuntary Servitude,1,,1,0,
2021,TXDPD0000,Dallas,,City,TX,Texas,West South Central,"COLLIN, DALLAS, DENTON",South,1A,"Cities 1,000,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,30,,16,0,
2021,TXDPD0000,Dallas,,City,TX,Texas,West South Central,"COLLIN, DALLAS, DENTON",South,1A,"Cities 1,000,000 or over",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2021,TXHPD0000,Houston,,City,TX,Texas,West South Central,"FORT BEND, HARRIS, MONTGOMERY",South,1A,"Cities 1,000,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,128,,40,0,
2021,TXHPD0000,Houston,,City,TX,Texas,West South Central,"FORT BEND, HARRIS, MONTGOMERY",South,1A,"Cities 1,000,000 or over",HTIS,Human Trafficking,Involuntary Servitude,2,,0,0,
2021,TXSPD0000,San Antonio,,City,TX,Texas,West South Central,"BEXAR, MEDINA",South,1A,"Cities 1,000,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,9,,1,0,
2021,TXSPD0000,San Antonio,,City,TX,Texas,West South Central,"BEXAR, MEDINA",South,1A,"Cities 1,000,000 or over",HTIS,Human Trafficking,Involuntary Servitude,1,,1,0,
2021,UT0021200,Perry,,City,UT,Utah,Mountain,BOX ELDER,West,6,"Cities from 2,500 thru 9,999",HTIS,Human Trafficking,Involuntary Servitude,6,,0,0,
2021,UT0021700,Tremonton Garland,,City,UT,Utah,Mountain,BOX ELDER,West,5,"Cities from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,6,,0,0,
2021,UT0180300,Salt Lake City,,City,UT,Utah,Mountain,SALT LAKE,West,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,43,,27,0,
2021,UT0180300,Salt Lake City,,City,UT,Utah,Mountain,SALT LAKE,West,2,"Cities from 100,000 thru 249,999",HTIS,Human Trafficking,Involuntary Servitude,7,,0,0,
2021,UT0230200,Grantsville,,City,UT,Utah,Mountain,TOOELE,West,5,"Cities from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2021,UT0290100,Ogden,,City,UT,Utah,Mountain,WEBER,West,3,"Cities from 50,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2021,VA0010000,Accomack,,County,VA,Virginia,South Atlantic,ACCOMACK,South,8B,"Non-MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,VA001SP00,State Police:,Accomack County,State Police,VA,Virginia,South Atlantic,ACCOMACK,South,8D,"Non-MSA counties under 10,000",HTCSA,Human Trafficking,Commercial Sex Acts,2,,0,0,
2021,VA0030000,Alleghany,,County,VA,Virginia,South Atlantic,ALLEGHANY,South,8C,"Non-MSA counties from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,VA003SP00,State Police:,Alleghany County,State Police,VA,Virginia,South Atlantic,ALLEGHANY,South,8D,"Non-MSA counties under 10,000",HTCSA,Human Trafficking,Commercial Sex Acts,0,,1,0,
2021,VA0050000,Amherst,,County,VA,Virginia,South Atlantic,AMHERST,South,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,1,
2021,VA0050100,Amherst,,City,VA,Virginia,South Atlantic,AMHERST,South,7,"Cities under 2,500",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,VA006SP00,State Police:,Appomattox County,State Police,VA,Virginia,South Atlantic,APPOMATTOX,South,9D,"MSA counties under 10,000",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,VA0070100,Arlington County Police Department,,County,VA,Virginia,South Atlantic,ARLINGTON,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,VA014SP00,State Police:,Buchanan County,State Police,VA,Virginia,South Atlantic,BUCHANAN,South,8D,"Non-MSA counties under 10,000",HTCSA,Human Trafficking,Commercial Sex Acts,0,,1,0,
2021,VA0210100,Chesterfield County Police Department,,County,VA,Virginia,South Atlantic,CHESTERFIELD,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,2,,1,0,
2021,VA0210100,Chesterfield County Police Department,,County,VA,Virginia,South Atlantic,CHESTERFIELD,South,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,4,,0,0,
2021,VA0220100,Berryville,,City,VA,Virginia,South Atlantic,CLARKE,South,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,VA0290100,Fairfax County Police Department,,County,VA,Virginia,South Atlantic,FAIRFAX,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,3,,1,0,
2021,VA0290100,Fairfax County Police Department,,County,VA,Virginia,South Atlantic,FAIRFAX,South,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2021,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,16,,14,0,
2021,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,1,,1,0,
2021,VA0480000,King and Queen,,County,VA,Virginia,South Atlantic,KING AND QUEEN,South,9D,"MSA counties under 10,000",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,VA0490000,King George,,County,VA,Virginia,South Atlantic,KING GEORGE,South,8B,"Non-MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,,0,0,
2021,VA0570000,Mathews,,County,VA,Virginia,South Atlantic,MATHEWS,South,9D,"MSA counties under 10,000",HTIS,Human Trafficking,Involuntary Servitude,1,,1,0,
2021,VA0590000,Middlesex,,County,VA,Virginia,South Atlantic,MIDDLESEX,South,8C,"Non-MSA counties from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,VA0600000,Montgomery,,County,VA,Virginia,South Atlantic,MONTGOMERY,South,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,3,,0,0,
2021,VA062SP00,State Police:,Nelson County,State Police,VA,Virginia,South Atlantic,NELSON,South,9D,"MSA counties under 10,000",HTCSA,Human Trafficking,Commercial Sex Acts,2,,0,0,
2021,VA0630000,New Kent,,County,VA,Virginia,South Atlantic,NEW KENT,South,9C,"MSA counties from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2021,VA0650000,Northampton,,County,VA,Virginia,South Atlantic,NORTHAMPTON,South,8D,"Non-MSA counties under 10,000",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
